zip_code,zip_city,municipal_code,municipal_number
1510,MOSS,3002,MOSS
1511,MOSS,3002,MOSS
1512,MOSS,3002,MOSS
1513,MOSS,3002,MOSS
1514,MOSS,3002,MOSS
1515,MOSS,3002,MOSS
1516,MOSS,3002,MOSS
1517,MOSS,3002,MOSS
1518,MOSS,3002,MOSS
1519,MOSS,3002,MOSS
1520,MOSS,3002,MOSS
1521,MOSS,3002,MOSS
1522,MOSS,3002,MOSS
1523,MOSS,3002,MOSS
1524,MOSS,3002,MOSS
1525,MOSS,3002,MOSS
1526,MOSS,3002,MOSS
1528,MOSS,3002,MOSS
1529,MOSS,3002,MOSS
1530,MOSS,3002,MOSS
1531,MOSS,3002,MOSS
1532,MOSS,3002,MOSS
1533,MOSS,3002,MOSS
1534,MOSS,3002,MOSS
1535,MOSS,3002,MOSS
1536,MOSS,3002,MOSS
1537,MOSS,3002,MOSS
1538,MOSS,3002,MOSS
1539,MOSS,3002,MOSS
1540,VESTBY,3019,VESTBY
1541,VESTBY,3019,VESTBY
1542,VESTBY,3019,VESTBY
1543,VESTBY,3019,VESTBY
1544,VESTBY,3019,VESTBY
1545,HVITSTEN,3019,VESTBY
1550,HØLEN,3019,VESTBY
1555,SON,3019,VESTBY
1556,SON,3019,VESTBY
1560,LARKOLLEN,3002,MOSS
1561,LARKOLLEN,3002,MOSS
1570,DILLING,3002,MOSS
1580,RYGGE,3002,MOSS
1581,RYGGE,3002,MOSS
1590,RYGGE,3002,MOSS
1591,SPERREBOTN,3018,VÅLER (VIKEN)
1592,VÅLER I ØSTFOLD,3018,VÅLER (VIKEN)
1593,SVINNDAL,3018,VÅLER (VIKEN)
1594,VÅLER I ØSTFOLD,3018,VÅLER (VIKEN)
1596,MOSS,3002,MOSS
1597,MOSS,3002,MOSS
1598,MOSS,3002,MOSS
1599,MOSS,3002,MOSS
1601,FREDRIKSTAD,3004,FREDRIKSTAD
1602,FREDRIKSTAD,3004,FREDRIKSTAD
1604,FREDRIKSTAD,3004,FREDRIKSTAD
1605,FREDRIKSTAD,3004,FREDRIKSTAD
1606,FREDRIKSTAD,3004,FREDRIKSTAD
1607,FREDRIKSTAD,3004,FREDRIKSTAD
1608,FREDRIKSTAD,3004,FREDRIKSTAD
1609,FREDRIKSTAD,3004,FREDRIKSTAD
1610,FREDRIKSTAD,3004,FREDRIKSTAD
1612,FREDRIKSTAD,3004,FREDRIKSTAD
1613,FREDRIKSTAD,3004,FREDRIKSTAD
1614,FREDRIKSTAD,3004,FREDRIKSTAD
1615,FREDRIKSTAD,3004,FREDRIKSTAD
1616,FREDRIKSTAD,3004,FREDRIKSTAD
1617,FREDRIKSTAD,3004,FREDRIKSTAD
1618,FREDRIKSTAD,3004,FREDRIKSTAD
1619,FREDRIKSTAD,3004,FREDRIKSTAD
1620,GRESSVIK,3004,FREDRIKSTAD
1621,GRESSVIK,3004,FREDRIKSTAD
1622,GRESSVIK,3004,FREDRIKSTAD
1623,GRESSVIK,3004,FREDRIKSTAD
1624,GRESSVIK,3004,FREDRIKSTAD
1625,MANSTAD,3004,FREDRIKSTAD
1626,MANSTAD,3004,FREDRIKSTAD
1628,ENGELSVIKEN,3004,FREDRIKSTAD
1629,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1630,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1632,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1633,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1634,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1636,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1637,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1638,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1639,GAMLE FREDRIKSTAD,3004,FREDRIKSTAD
1640,RÅDE,3017,RÅDE
1641,RÅDE,3017,RÅDE
1642,SALTNES,3017,RÅDE
1643,RÅDE,3017,RÅDE
1650,SELLEBAKK,3004,FREDRIKSTAD
1651,SELLEBAKK,3004,FREDRIKSTAD
1653,SELLEBAKK,3004,FREDRIKSTAD
1654,SELLEBAKK,3004,FREDRIKSTAD
1655,SELLEBAKK,3004,FREDRIKSTAD
1657,TORP,3004,FREDRIKSTAD
1658,TORP,3004,FREDRIKSTAD
1659,TORP,3004,FREDRIKSTAD
1661,ROLVSØY,3004,FREDRIKSTAD
1662,ROLVSØY,3004,FREDRIKSTAD
1663,ROLVSØY,3004,FREDRIKSTAD
1664,ROLVSØY,3004,FREDRIKSTAD
1665,ROLVSØY,3004,FREDRIKSTAD
1666,ROLVSØY,3004,FREDRIKSTAD
1667,ROLVSØY,3004,FREDRIKSTAD
1670,KRÅKERØY,3004,FREDRIKSTAD
1671,KRÅKERØY,3004,FREDRIKSTAD
1672,KRÅKERØY,3004,FREDRIKSTAD
1673,KRÅKERØY,3004,FREDRIKSTAD
1675,KRÅKERØY,3004,FREDRIKSTAD
1676,KRÅKERØY,3004,FREDRIKSTAD
1678,KRÅKERØY,3004,FREDRIKSTAD
1679,KRÅKERØY,3004,FREDRIKSTAD
1680,SKJÆRHALDEN,3011,HVALER
1682,SKJÆRHALDEN,3011,HVALER
1683,VESTERØY,3011,HVALER
1684,VESTERØY,3011,HVALER
1690,HERFØL,3011,HVALER
1692,NEDGÅRDEN,3011,HVALER
1701,SARPSBORG,3003,SARPSBORG
1702,SARPSBORG,3003,SARPSBORG
1703,SARPSBORG,3003,SARPSBORG
1704,SARPSBORG,3003,SARPSBORG
1705,SARPSBORG,3003,SARPSBORG
1706,SARPSBORG,3003,SARPSBORG
1707,SARPSBORG,3003,SARPSBORG
1708,SARPSBORG,3003,SARPSBORG
1709,SARPSBORG,3003,SARPSBORG
1710,SARPSBORG,3003,SARPSBORG
1711,SARPSBORG,3003,SARPSBORG
1712,GRÅLUM,3003,SARPSBORG
1713,GRÅLUM,3003,SARPSBORG
1714,GRÅLUM,3003,SARPSBORG
1715,YVEN,3003,SARPSBORG
1718,GREÅKER,3003,SARPSBORG
1719,GREÅKER,3003,SARPSBORG
1720,GREÅKER,3003,SARPSBORG
1721,SARPSBORG,3003,SARPSBORG
1722,SARPSBORG,3003,SARPSBORG
1723,SARPSBORG,3003,SARPSBORG
1724,SARPSBORG,3003,SARPSBORG
1725,SARPSBORG,3003,SARPSBORG
1726,SARPSBORG,3003,SARPSBORG
1727,SARPSBORG,3003,SARPSBORG
1730,ISE,3003,SARPSBORG
1733,HAFSLUNDSØY,3003,SARPSBORG
1734,HAFSLUNDSØY,3003,SARPSBORG
1735,VARTEIG,3003,SARPSBORG
1738,BORGENHAUGEN,3003,SARPSBORG
1739,BORGENHAUGEN,3003,SARPSBORG
1740,BORGENHAUGEN,3003,SARPSBORG
1742,KLAVESTADHAUGEN,3003,SARPSBORG
1743,KLAVESTADHAUGEN,3003,SARPSBORG
1745,SKJEBERG,3003,SARPSBORG
1746,SKJEBERG,3003,SARPSBORG
1747,SKJEBERG,3003,SARPSBORG
1751,HALDEN,3001,HALDEN
1752,HALDEN,3001,HALDEN
1753,HALDEN,3001,HALDEN
1754,HALDEN,3001,HALDEN
1757,HALDEN,3001,HALDEN
1759,HALDEN,3001,HALDEN
1760,HALDEN,3001,HALDEN
1761,HALDEN,3001,HALDEN
1762,HALDEN,3001,HALDEN
1763,HALDEN,3001,HALDEN
1764,HALDEN,3001,HALDEN
1765,HALDEN,3001,HALDEN
1766,HALDEN,3001,HALDEN
1767,HALDEN,3001,HALDEN
1768,HALDEN,3001,HALDEN
1769,HALDEN,3001,HALDEN
1771,HALDEN,3001,HALDEN
1772,HALDEN,3001,HALDEN
1776,HALDEN,3001,HALDEN
1777,HALDEN,3001,HALDEN
1778,HALDEN,3001,HALDEN
1779,HALDEN,3001,HALDEN
1781,HALDEN,3001,HALDEN
1782,HALDEN,3001,HALDEN
1783,HALDEN,3001,HALDEN
1784,HALDEN,3001,HALDEN
1785,HALDEN,3001,HALDEN
1786,HALDEN,3001,HALDEN
1787,HALDEN,3001,HALDEN
1788,HALDEN,3001,HALDEN
1789,BERG I ØSTFOLD,3001,HALDEN
1790,TISTEDAL,3001,HALDEN
1791,TISTEDAL,3001,HALDEN
1792,TISTEDAL,3001,HALDEN
1793,TISTEDAL,3001,HALDEN
1794,SPONVIKA,3001,HALDEN
1796,KORNSJØ,3001,HALDEN
1798,AREMARK,3012,AREMARK
1799,AREMARK,3012,AREMARK
1801,ASKIM,3014,INDRE ØSTFOLD
1802,ASKIM,3014,INDRE ØSTFOLD
1803,ASKIM,3014,INDRE ØSTFOLD
1804,SPYDEBERG,3014,INDRE ØSTFOLD
1805,TOMTER,3014,INDRE ØSTFOLD
1806,SKIPTVET,3015,SKIPTVET
1807,ASKIM,3014,INDRE ØSTFOLD
1808,ASKIM,3014,INDRE ØSTFOLD
1809,ASKIM,3014,INDRE ØSTFOLD
1811,ASKIM,3014,INDRE ØSTFOLD
1812,ASKIM,3014,INDRE ØSTFOLD
1813,ASKIM,3014,INDRE ØSTFOLD
1814,ASKIM,3014,INDRE ØSTFOLD
1815,ASKIM,3014,INDRE ØSTFOLD
1816,SKIPTVET,3015,SKIPTVET
1820,SPYDEBERG,3014,INDRE ØSTFOLD
1821,SPYDEBERG,3014,INDRE ØSTFOLD
1823,KNAPSTAD,3014,INDRE ØSTFOLD
1825,TOMTER,3014,INDRE ØSTFOLD
1827,HOBØL,3014,INDRE ØSTFOLD
1828,HOBØL,3014,INDRE ØSTFOLD
1830,ASKIM,3014,INDRE ØSTFOLD
1831,ASKIM,3014,INDRE ØSTFOLD
1832,ASKIM,3014,INDRE ØSTFOLD
1833,ASKIM,3014,INDRE ØSTFOLD
1850,MYSEN,3014,INDRE ØSTFOLD
1851,MYSEN,3014,INDRE ØSTFOLD
1852,MYSEN,3014,INDRE ØSTFOLD
1859,SLITU,3014,INDRE ØSTFOLD
1860,TRØGSTAD,3014,INDRE ØSTFOLD
1861,TRØGSTAD,3014,INDRE ØSTFOLD
1866,BÅSTAD,3014,INDRE ØSTFOLD
1867,BÅSTAD,3014,INDRE ØSTFOLD
1870,ØRJE,3013,MARKER
1871,ØRJE,3013,MARKER
1875,OTTEID,3013,MARKER
1878,HÆRLAND,3014,INDRE ØSTFOLD
1880,EIDSBERG,3014,INDRE ØSTFOLD
1890,RAKKESTAD,3016,RAKKESTAD
1891,RAKKESTAD,3016,RAKKESTAD
1892,DEGERNES,3016,RAKKESTAD
1893,DEGERNES,3016,RAKKESTAD
1894,RAKKESTAD,3016,RAKKESTAD
1900,FETSUND,3030,LILLESTRØM
1901,FETSUND,3030,LILLESTRØM
1903,GAN,3030,LILLESTRØM
1910,ENEBAKKNESET,3030,LILLESTRØM
1911,FLATEBY,3028,ENEBAKK
1912,ENEBAKK,3028,ENEBAKK
1914,YTRE ENEBAKK,3028,ENEBAKK
1916,FLATEBY,3028,ENEBAKK
1917,YTRE ENEBAKK,3028,ENEBAKK
1920,SØRUMSAND,3030,LILLESTRØM
1921,SØRUMSAND,3030,LILLESTRØM
1923,SØRUM,3030,LILLESTRØM
1924,SØRUM,3030,LILLESTRØM
1925,BLAKER,3030,LILLESTRØM
1926,BLAKER,3030,LILLESTRØM
1927,RÅNÅSFOSS,3034,NES
1928,AULI,3034,NES
1929,AULI,3034,NES
1930,AURSKOG,3026,AURSKOG-HØLAND
1931,AURSKOG,3026,AURSKOG-HØLAND
1940,BJØRKELANGEN,3026,AURSKOG-HØLAND
1941,BJØRKELANGEN,3026,AURSKOG-HØLAND
1950,RØMSKOG,3026,AURSKOG-HØLAND
1954,SETSKOG,3026,AURSKOG-HØLAND
1960,LØKEN,3026,AURSKOG-HØLAND
1961,LØKEN,3026,AURSKOG-HØLAND
1963,FOSSER,3026,AURSKOG-HØLAND
1970,HEMNES,3026,AURSKOG-HØLAND
1971,HEMNES,3026,AURSKOG-HØLAND
2000,LILLESTRØM,3030,LILLESTRØM
2001,LILLESTRØM,3030,LILLESTRØM
2003,LILLESTRØM,3030,LILLESTRØM
2004,LILLESTRØM,3030,LILLESTRØM
2005,RÆLINGEN,3027,RÆLINGEN
2006,LØVENSTAD,3027,RÆLINGEN
2007,KJELLER,3030,LILLESTRØM
2008,FJERDINGBY,3027,RÆLINGEN
2009,NORDBY,3027,RÆLINGEN
2010,STRØMMEN,3030,LILLESTRØM
2011,STRØMMEN,3030,LILLESTRØM
2012,LILLESTRØM,3030,LILLESTRØM
2013,SKJETTEN,3030,LILLESTRØM
2014,BLYSTADLIA,3027,RÆLINGEN
2015,LEIRSUND,3030,LILLESTRØM
2016,FROGNER,3030,LILLESTRØM
2017,FROGNER,3030,LILLESTRØM
2018,LØVENSTAD,3027,RÆLINGEN
2019,SKEDSMOKORSET,3030,LILLESTRØM
2020,SKEDSMOKORSET,3030,LILLESTRØM
2021,SKEDSMOKORSET,3030,LILLESTRØM
2022,GJERDRUM,3032,GJERDRUM
2023,SKEDSMOKORSET,3030,LILLESTRØM
2024,GJERDRUM,3032,GJERDRUM
2025,FJERDINGBY,3027,RÆLINGEN
2026,SKJETTEN,3030,LILLESTRØM
2027,KJELLER,3030,LILLESTRØM
2028,LILLESTRØM,3030,LILLESTRØM
2029,RÆLINGEN,3027,RÆLINGEN
2030,NANNESTAD,3036,NANNESTAD
2031,NANNESTAD,3036,NANNESTAD
2032,MAURA,3036,NANNESTAD
2033,ÅSGREINA,3036,NANNESTAD
2034,HOLTER,3036,NANNESTAD
2035,HOLTER,3036,NANNESTAD
2036,MAURA,3036,NANNESTAD
2040,KLØFTA,3033,ULLENSAKER
2041,KLØFTA,3033,ULLENSAKER
2050,JESSHEIM,3033,ULLENSAKER
2051,JESSHEIM,3033,ULLENSAKER
2052,JESSHEIM,3033,ULLENSAKER
2053,JESSHEIM,3033,ULLENSAKER
2054,MOGREINA,3033,ULLENSAKER
2055,NORDKISA,3033,ULLENSAKER
2056,ALGARHEIM,3033,ULLENSAKER
2057,JESSHEIM,3033,ULLENSAKER
2058,SESSVOLLMOEN,3033,ULLENSAKER
2060,GARDERMOEN,3033,ULLENSAKER
2061,GARDERMOEN,3033,ULLENSAKER
2062,JESSHEIM,3033,ULLENSAKER
2063,JESSHEIM,3033,ULLENSAKER
2066,JESSHEIM,3033,ULLENSAKER
2067,JESSHEIM,3033,ULLENSAKER
2068,JESSHEIM,3033,ULLENSAKER
2069,JESSHEIM,3033,ULLENSAKER
2070,RÅHOLT,3035,EIDSVOLL
2071,RÅHOLT,3035,EIDSVOLL
2072,DAL,3035,EIDSVOLL
2073,BØN,3035,EIDSVOLL
2074,EIDSVOLL VERK,3035,EIDSVOLL
2076,DAL,3035,EIDSVOLL
2080,EIDSVOLL,3035,EIDSVOLL
2081,EIDSVOLL,3035,EIDSVOLL
2090,HURDAL,3037,HURDAL
2091,HURDAL,3037,HURDAL
2092,MINNESUND,3035,EIDSVOLL
2093,FEIRING,3035,EIDSVOLL
2094,MINNESUND,3035,EIDSVOLL
2100,SKARNES,3415,SØR-ODAL
2101,SKARNES,3415,SØR-ODAL
2110,SLÅSTAD,3415,SØR-ODAL
2114,DISENÅ,3415,SØR-ODAL
2116,SANDER,3415,SØR-ODAL
2120,SAGSTUA,3414,NORD-ODAL
2121,SAGSTUA,3414,NORD-ODAL
2123,BRUVOLL,3414,NORD-ODAL
2130,KNAPPER,3414,NORD-ODAL
2132,GARDVIK,3414,NORD-ODAL
2133,GARDVIK,3414,NORD-ODAL
2134,AUSTVATN,3414,NORD-ODAL
2150,ÅRNES,3034,NES
2151,ÅRNES,3034,NES
2160,VORMSUND,3034,NES
2161,VORMSUND,3034,NES
2162,BRÅRUD,3034,NES
2163,SKOGBYGDA,3034,NES
2164,SKOGBYGDA,3034,NES
2165,HVAM,3034,NES
2166,OPPAKER,3034,NES
2167,HVAM,3034,NES
2170,FENSTAD,3034,NES
2201,KONGSVINGER,3401,KONGSVINGER
2202,KONGSVINGER,3401,KONGSVINGER
2203,KONGSVINGER,3401,KONGSVINGER
2204,KONGSVINGER,3401,KONGSVINGER
2205,KONGSVINGER,3401,KONGSVINGER
2206,KONGSVINGER,3401,KONGSVINGER
2207,KONGSVINGER,3401,KONGSVINGER
2208,KONGSVINGER,3401,KONGSVINGER
2209,KONGSVINGER,3401,KONGSVINGER
2210,GRANLI,3401,KONGSVINGER
2211,KONGSVINGER,3401,KONGSVINGER
2212,KONGSVINGER,3401,KONGSVINGER
2213,KONGSVINGER,3401,KONGSVINGER
2214,KONGSVINGER,3401,KONGSVINGER
2215,ROVERUD,3401,KONGSVINGER
2216,ROVERUD,3401,KONGSVINGER
2217,HOKKÅSEN,3401,KONGSVINGER
2218,LUNDERSÆTER,3401,KONGSVINGER
2219,BRANDVAL,3401,KONGSVINGER
2220,ÅBOGEN,3416,EIDSKOG
2223,GALTERUD,3415,SØR-ODAL
2224,AUSTMARKA,3401,KONGSVINGER
2225,KONGSVINGER,3401,KONGSVINGER
2226,KONGSVINGER,3401,KONGSVINGER
2227,AUSTMARKA,3401,KONGSVINGER
2230,SKOTTERUD,3416,EIDSKOG
2231,SKOTTERUD,3416,EIDSKOG
2232,TOBØL,3416,EIDSKOG
2233,VESTMARKA,3416,EIDSKOG
2235,MATRAND,3416,EIDSKOG
2240,MAGNOR,3416,EIDSKOG
2241,MAGNOR,3416,EIDSKOG
2251,GRUE FINNSKOG,3417,GRUE
2256,GRUE FINNSKOG,3417,GRUE
2260,KIRKENÆR,3417,GRUE
2261,KIRKENÆR,3417,GRUE
2264,GRINDER,3417,GRUE
2265,NAMNÅ,3417,GRUE
2266,ARNEBERG,3418,ÅSNES
2270,FLISA,3418,ÅSNES
2271,FLISA,3418,ÅSNES
2280,GJESÅSEN,3418,ÅSNES
2283,ÅSNES FINNSKOG,3418,ÅSNES
2301,HAMAR,3403,HAMAR
2302,HAMAR,3403,HAMAR
2303,HAMAR,3403,HAMAR
2304,HAMAR,3403,HAMAR
2305,HAMAR,3403,HAMAR
2306,HAMAR,3403,HAMAR
2307,HAMAR,3403,HAMAR
2308,HAMAR,3403,HAMAR
2309,HAMAR,3403,HAMAR
2311,HAMAR,3403,HAMAR
2312,OTTESTAD,3413,STANGE
2313,OTTESTAD,3413,STANGE
2314,OTTESTAD,3413,STANGE
2315,HAMAR,3403,HAMAR
2316,HAMAR,3403,HAMAR
2317,HAMAR,3403,HAMAR
2318,HAMAR,3403,HAMAR
2319,HAMAR,3403,HAMAR
2320,FURNES,3411,RINGSAKER
2321,HAMAR,3403,HAMAR
2322,RIDABU,3403,HAMAR
2323,INGEBERG,3403,HAMAR
2324,VANG PÅ HEDMARKEN,3403,HAMAR
2325,HAMAR,3403,HAMAR
2326,HAMAR,3403,HAMAR
2327,FURNES,3411,RINGSAKER
2328,RIDABU,3403,HAMAR
2329,VANG PÅ HEDMARKEN,3403,HAMAR
2330,VALLSET,3413,STANGE
2331,VALLSET,3413,STANGE
2332,ÅSVANG,3413,STANGE
2333,ROMEDAL,3413,STANGE
2334,ROMEDAL,3413,STANGE
2335,STANGE,3413,STANGE
2336,STANGE,3413,STANGE
2337,TANGEN,3413,STANGE
2338,ESPA,3413,STANGE
2339,TANGEN,3413,STANGE
2340,LØTEN,3412,LØTEN
2341,LØTEN,3412,LØTEN
2344,ILSENG,3413,STANGE
2345,ÅDALSBRUK,3412,LØTEN
2346,ILSENG,3413,STANGE
2350,NES PÅ HEDMARKEN,3411,RINGSAKER
2351,NES PÅ HEDMARKEN,3411,RINGSAKER
2353,STAVSJØ,3411,RINGSAKER
2355,GAUPEN,3411,RINGSAKER
2360,RUDSHØGDA,3411,RINGSAKER
2361,RUDSHØGDA,3411,RINGSAKER
2364,NÆROSET,3411,RINGSAKER
2365,ÅSMARKA,3411,RINGSAKER
2372,BRØTTUM,3411,RINGSAKER
2373,BRØTTUM,3411,RINGSAKER
2380,BRUMUNDDAL,3411,RINGSAKER
2381,BRUMUNDDAL,3411,RINGSAKER
2382,BRUMUNDDAL,3411,RINGSAKER
2383,BRUMUNDDAL,3411,RINGSAKER
2384,BRUMUNDDAL,3411,RINGSAKER
2385,BRUMUNDDAL,3411,RINGSAKER
2386,BRUMUNDDAL,3411,RINGSAKER
2387,BRUMUNDDAL,3411,RINGSAKER
2388,BRUMUNDDAL,3411,RINGSAKER
2389,BRUMUNDDAL,3411,RINGSAKER
2390,MOELV,3411,RINGSAKER
2391,MOELV,3411,RINGSAKER
2401,ELVERUM,3420,ELVERUM
2402,ELVERUM,3420,ELVERUM
2403,ELVERUM,3420,ELVERUM
2404,ELVERUM,3420,ELVERUM
2405,ELVERUM,3420,ELVERUM
2406,ELVERUM,3420,ELVERUM
2407,ELVERUM,3420,ELVERUM
2408,ELVERUM,3420,ELVERUM
2409,ELVERUM,3420,ELVERUM
2410,HERNES,3420,ELVERUM
2411,ELVERUM,3420,ELVERUM
2412,SØRSKOGBYGDA,3420,ELVERUM
2413,ELVERUM,3420,ELVERUM
2414,ELVERUM,3420,ELVERUM
2415,HERADSBYGD,3420,ELVERUM
2416,JØMNA,3420,ELVERUM
2417,ELVERUM,3420,ELVERUM
2418,ELVERUM,3420,ELVERUM
2419,ELVERUM,3420,ELVERUM
2420,TRYSIL,3421,TRYSIL
2421,TRYSIL,3421,TRYSIL
2422,NYBERGSUND,3421,TRYSIL
2423,ØSTBY,3421,TRYSIL
2424,ØSTBY,3421,TRYSIL
2425,LJØRDALEN,3421,TRYSIL
2426,LJØRDALEN,3421,TRYSIL
2427,PLASSEN,3421,TRYSIL
2428,SØRE OSEN,3421,TRYSIL
2429,TØRBERGET,3421,TRYSIL
2430,JORDET,3421,TRYSIL
2432,SLETTÅS,3421,TRYSIL
2434,BRASKEREIDFOSS,3419,VÅLER (INNLANDET)
2435,BRASKEREIDFOSS,3419,VÅLER (INNLANDET)
2436,VÅLER I SOLØR,3419,VÅLER (INNLANDET)
2437,HASLEMOEN,3419,VÅLER (INNLANDET)
2438,GRAVBERGET,3419,VÅLER (INNLANDET)
2439,VÅLER I SOLØR,3419,VÅLER (INNLANDET)
2440,ENGERDAL,3425,ENGERDAL
2441,ENGERDAL,3425,ENGERDAL
2442,HERADSBYGD,3420,ELVERUM
2443,DREVSJØ,3425,ENGERDAL
2444,DREVSJØ,3425,ENGERDAL
2446,ELGÅ,3425,ENGERDAL
2447,SØRE OSEN,3421,TRYSIL
2448,SØMÅDALEN,3425,ENGERDAL
2450,RENA,3422,ÅMOT
2451,RENA,3422,ÅMOT
2460,OSEN,3422,ÅMOT
2461,OSEN,3422,ÅMOT
2476,ATNA,3423,STOR-ELVDAL
2477,SOLLIA,3423,STOR-ELVDAL
2478,HANESTAD,3424,RENDALEN
2480,KOPPANG,3423,STOR-ELVDAL
2481,KOPPANG,3423,STOR-ELVDAL
2484,RENDALEN,3424,RENDALEN
2485,RENDALEN,3424,RENDALEN
2486,RENDALEN,3424,RENDALEN
2487,RENDALEN,3424,RENDALEN
2488,RENDALEN,3424,RENDALEN
2500,TYNSET,3427,TYNSET
2501,TYNSET,3427,TYNSET
2510,TYLLDALEN,3427,TYNSET
2512,KVIKNE,3427,TYNSET
2513,KVIKNE,3427,TYNSET
2540,TOLGA,3426,TOLGA
2541,TOLGA,3426,TOLGA
2542,VINGELEN,3426,TOLGA
2544,ØVERSJØDALEN,3426,TOLGA
2550,OS I ØSTERDALEN,3430,OS
2551,OS I ØSTERDALEN,3430,OS
2552,DALSBYGDA,3430,OS
2555,TUFSINGDALEN,3430,OS
2560,ALVDAL,3428,ALVDAL
2561,ALVDAL,3428,ALVDAL
2580,FOLLDAL,3429,FOLLDAL
2581,FOLLDAL,3429,FOLLDAL
2582,GRIMSBU,3429,FOLLDAL
2584,DALHOLEN,3429,FOLLDAL
2601,LILLEHAMMER,3405,LILLEHAMMER
2602,LILLEHAMMER,3405,LILLEHAMMER
2603,LILLEHAMMER,3405,LILLEHAMMER
2604,LILLEHAMMER,3405,LILLEHAMMER
2605,LILLEHAMMER,3405,LILLEHAMMER
2606,LILLEHAMMER,3405,LILLEHAMMER
2607,VINGROM,3405,LILLEHAMMER
2608,LILLEHAMMER,3405,LILLEHAMMER
2609,LILLEHAMMER,3405,LILLEHAMMER
2610,MESNALI,3411,RINGSAKER
2611,LILLEHAMMER,3405,LILLEHAMMER
2612,SJUSJØEN,3411,RINGSAKER
2613,LILLEHAMMER,3405,LILLEHAMMER
2614,LILLEHAMMER,3405,LILLEHAMMER
2615,LILLEHAMMER,3405,LILLEHAMMER
2616,LISMARKA,3411,RINGSAKER
2617,LILLEHAMMER,3405,LILLEHAMMER
2618,LILLEHAMMER,3405,LILLEHAMMER
2619,LILLEHAMMER,3405,LILLEHAMMER
2620,MESNALI,3411,RINGSAKER
2621,VINGROM,3405,LILLEHAMMER
2622,LILLEHAMMER,3405,LILLEHAMMER
2623,LILLEHAMMER,3405,LILLEHAMMER
2624,LILLEHAMMER,3405,LILLEHAMMER
2625,FÅBERG,3405,LILLEHAMMER
2626,LILLEHAMMER,3405,LILLEHAMMER
2627,FÅBERG,3405,LILLEHAMMER
2628,SJUSJØEN,3411,RINGSAKER
2629,LILLEHAMMER,3405,LILLEHAMMER
2630,RINGEBU,3439,RINGEBU
2631,RINGEBU,3439,RINGEBU
2632,VENABYGD,3439,RINGEBU
2633,FÅVANG,3439,RINGEBU
2634,FÅVANG,3439,RINGEBU
2635,TRETTEN,3440,ØYER
2636,ØYER,3440,ØYER
2637,ØYER,3440,ØYER
2638,TRETTEN,3440,ØYER
2639,VINSTRA,3436,NORD-FRON
2640,VINSTRA,3436,NORD-FRON
2641,KVAM,3436,NORD-FRON
2642,KVAM,3436,NORD-FRON
2643,SKÅBU,3436,NORD-FRON
2644,SKÅBU,3436,NORD-FRON
2645,SØR-FRON,3438,SØR-FRON
2646,GÅLÅ,3438,SØR-FRON
2647,SØR-FRON,3438,SØR-FRON
2648,SØR-FRON,3438,SØR-FRON
2649,ØSTRE GAUSDAL,3441,GAUSDAL
2651,ØSTRE GAUSDAL,3441,GAUSDAL
2652,SVINGVOLL,3441,GAUSDAL
2653,VESTRE GAUSDAL,3441,GAUSDAL
2654,VESTRE GAUSDAL,3441,GAUSDAL
2656,FOLLEBU,3441,GAUSDAL
2657,SVATSUM,3441,GAUSDAL
2658,ESPEDALEN,3438,SØR-FRON
2659,DOMBÅS,3431,DOVRE
2660,DOMBÅS,3431,DOVRE
2661,HJERKINN,3431,DOVRE
2662,DOVRE,3431,DOVRE
2663,DOVRESKOGEN,3431,DOVRE
2664,DOVRE,3431,DOVRE
2665,LESJA,3432,LESJA
2666,LORA,3432,LESJA
2667,LESJAVERK,3432,LESJA
2668,LESJASKOG,3432,LESJA
2669,BJORLI,3432,LESJA
2670,OTTA,3437,SEL
2671,LESJA,3432,LESJA
2672,SEL,3437,SEL
2673,HØVRINGEN,3437,SEL
2674,MYSUSÆTER,3437,SEL
2675,OTTA,3437,SEL
2676,HEIDAL,3437,SEL
2677,NEDRE HEIDAL,3437,SEL
2678,SEL,3437,SEL
2679,HEIDAL,3437,SEL
2680,VÅGÅ,3435,VÅGÅ
2681,LALM,3435,VÅGÅ
2682,LALM,3435,VÅGÅ
2683,TESSANDEN,3435,VÅGÅ
2684,VÅGÅ,3435,VÅGÅ
2685,GARMO,3434,LOM
2686,LOM,3434,LOM
2687,BØVERDALEN,3434,LOM
2688,LOM,3434,LOM
2690,SKJÅK,3433,SKJÅK
2693,NORDBERG,3433,SKJÅK
2694,SKJÅK,3433,SKJÅK
2695,GROTLI,3433,SKJÅK
2711,GRAN,3446,GRAN
2712,BRANDBU,3446,GRAN
2713,ROA,3054,LUNNER
2714,JAREN,3446,GRAN
2715,LUNNER,3054,LUNNER
2716,HARESTUA,3054,LUNNER
2717,GRUA,3054,LUNNER
2718,BRANDBU,3446,GRAN
2720,GRINDVOLL,3054,LUNNER
